City_ID!,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Sal Rei,CV,2023-01-08 18:34:49,16.1833,-22.9167,25.11,61,0,8.23
292,Muisne,EC,2023-01-08 18:34:49,0.6,-80.0333,25.83,76,96,4.49
293,Cidreira,BR,2023-01-08 18:34:49,-30.1811,-50.2056,23.26,73,47,7.09
294,Zhezkazgan,KZ,2023-01-08 18:34:50,47.8043,67.7144,-19.46,96,12,2.4
295,Najran,SA,2023-01-08 18:30:41,17.4924,44.1277,15.36,64,0,1.42
296,Rafraf,TN,2023-01-08 18:34:50,37.1904,10.1837,10.17,56,28,1.76
297,Morros,BR,2023-01-08 18:34:50,-9.4467,-46.3003,26.17,70,92,1.59
298,Sao Filipe,CV,2023-01-08 18:34:51,14.8961,-24.4956,23.56,67,0,4.46
299,Stralsund,DE,2023-01-08 18:34:51,54.3091,13.0818,7.23,95,100,4.48
300,Zaraza,VE,2023-01-08 18:34:52,9.3503,-65.3245,29.96,53,100,1.31
301,Uyemskiy,RU,2023-01-08 18:34:52,64.4743,40.8524,-18.97,84,75,2.0
302,Donskoye,RU,2023-01-08 18:34:52,45.4552,41.9741,-14.93,81,11,3.26
303,Shache,CN,2023-01-08 18:34:53,38.4167,77.2406,-1.33,34,93,0.78
304,Kabare,CD,2023-01-08 18:34:53,-2.4683,28.8242,16.36,90,72,0.71
305,Sunds,DK,2023-01-08 18:34:54,56.2042,9.0127,7.05,81,75,3.09
306,Ambatofinandrahana,MG,2023-01-08 18:34:54,-20.55,46.8,17.73,94,100,0.44
307,Obo,CF,2023-01-08 18:34:54,5.3998,26.4869,25.16,24,17,1.24
308,Ayorou,NE,2023-01-08 18:34:55,14.7308,0.9174,26.87,16,20,4.96
309,Arlit,NE,2023-01-08 18:34:55,18.7369,7.3853,21.75,20,92,7.4
310,Castro,BR,2023-01-08 18:34:56,-24.7911,-50.0119,20.97,73,39,3.76
311,Cauquenes,CL,2023-01-08 18:34:56,-35.9671,-72.3225,33.69,16,2,5.77
312,Marovoay,MG,2023-01-08 18:34:56,-16.1,46.6333,25.44,84,17,1.78
313,Trinidad,BO,2023-01-08 18:34:57,-14.8333,-64.9,32.99,58,20,1.03
314,Laurel,US,2023-01-08 18:34:57,39.0993,-76.8483,6.7,60,0,2.06
315,Roald,NO,2023-01-08 18:34:58,62.5833,6.1333,9.08,53,0,3.6
316,Wattegama,LK,2023-01-08 18:34:58,6.7989,81.4808,22.07,87,70,2.64
317,Palghar,IN,2023-01-08 18:31:06,19.6833,72.75,22.2,58,0,2.96
318,Malakal,SS,2023-01-08 18:34:59,9.5334,31.6605,26.63,28,4,2.45
319,Pechora,RU,2023-01-08 18:34:59,65.1472,57.2244,-40.6,100,89,0.91
320,Oussouye,SN,2023-01-08 18:34:59,12.485,-16.5469,26.1,25,100,7.84
321,Manaira,BR,2023-01-08 18:35:00,-7.7061,-38.1544,32.9,20,76,3.01
322,Porbandar,IN,2023-01-08 18:36:00,21.6422,69.6093,22.92,59,0,4.14
323,Kribi,CM,2023-01-08 18:36:01,2.95,9.9167,26.62,79,88,5.15
324,Moose Factory,CA,2023-01-08 18:36:01,51.2585,-80.6094,-4.0,86,100,4.63
325,Koutiala,ML,2023-01-08 18:36:01,12.3917,-5.4642,28.46,16,92,3.78
326,Ponta Delgada,PT,2023-01-08 18:36:02,37.7333,-25.6667,17.4,88,20,4.63
327,Sakakah,SA,2023-01-08 18:36:02,29.9697,40.2064,11.76,55,0,4.56
328,Quelimane,MZ,2023-01-08 18:36:03,-17.8786,36.8883,26.97,83,40,3.6
329,Laguna,US,2023-01-08 18:36:03,38.421,-121.4238,15.05,78,100,8.23
330,Ler,SS,2023-01-08 18:36:04,8.3018,30.1418,27.49,26,8,1.91
331,Codrington,AU,2023-01-08 18:36:04,-38.2667,141.9667,15.85,89,0,5.03
332,Bondoukou,CI,2023-01-08 18:36:05,8.0333,-2.8,28.46,17,11,1.4
333,Trincomalee,LK,2023-01-08 18:36:05,8.5711,81.2335,25.68,70,100,6.02
334,Kempele,FI,2023-01-08 18:36:05,64.9131,25.5034,-6.99,63,100,9.26
335,Burgos,ES,2023-01-08 18:31:52,42.3394,-3.7079,10.23,87,75,7.2
336,Bubaque,GW,2023-01-08 18:36:06,11.2833,-15.8333,28.49,55,87,7.83
337,Beira,MZ,2023-01-08 18:36:06,-19.8436,34.8389,23.05,88,75,3.5
338,Havelock,US,2023-01-08 18:36:07,34.8791,-76.9013,14.99,57,20,1.79
339,Calama,CL,2023-01-08 18:34:07,-22.4667,-68.9333,25.27,7,0,9.26
340,Gangtok,IN,2023-01-08 18:36:07,27.3333,88.6167,7.26,42,0,2.61
341,Umarkhed,IN,2023-01-08 18:36:08,19.6,77.7,16.07,24,0,1.05
342,Ouadda,CF,2023-01-08 18:36:08,8.0777,22.4007,21.95,24,11,2.18
343,Ilulissat,GL,2023-01-08 18:36:09,69.2167,-51.1,-16.99,71,20,2.06
344,Tucurui,BR,2023-01-08 18:36:09,-3.7661,-49.6725,26.79,85,100,1.13
345,Olenino,RU,2023-01-08 18:36:09,56.2092,33.4889,-17.03,94,53,2.31
346,Caravelas,BR,2023-01-08 18:36:10,-17.7125,-39.2481,26.85,73,100,2.88
347,Aksarka,RU,2023-01-08 18:33:18,66.5606,67.7975,-24.75,88,100,3.11
348,La Rioja,ES,2023-01-08 18:36:10,42.25,-2.5,3.88,75,100,6.23
349,Cassilandia,BR,2023-01-08 18:36:11,-19.1133,-51.7342,26.3,77,100,2.83
350,Tabas,IR,2023-01-08 18:36:11,33.5959,56.9244,10.0,42,0,0.78
351,Afua,BR,2023-01-08 18:36:11,-0.1567,-50.3867,29.57,63,77,3.63
352,Nizwa,OM,2023-01-08 18:36:12,22.9333,57.5333,19.67,60,9,2.52
353,Porto Walter,BR,2023-01-08 18:36:12,-8.2686,-72.7439,30.21,56,100,1.61
354,Saint-Augustin,CA,2023-01-08 18:36:13,51.226,-58.6502,-12.02,70,3,5.63
355,Santa Cruz,BO,2023-01-08 18:35:06,-17.8,-63.1667,33.03,52,40,4.12
356,Boralday,KZ,2023-01-08 18:36:13,43.3578,76.8594,1.92,80,100,2.0
357,Bam,IR,2023-01-08 18:36:13,29.106,58.357,10.72,43,6,1.05
358,Hamilton,US,2023-01-08 18:36:14,39.1834,-84.5333,5.7,64,100,3.09
359,Suleja,NG,2023-01-08 18:36:14,9.1758,7.1808,30.55,10,100,2.17
360,Marsa Matruh,EG,2023-01-08 18:36:15,31.3525,27.2453,13.11,88,40,3.09
361,Logrono,ES,2023-01-08 18:36:16,42.4667,-2.45,10.8,93,75,1.03
362,Lusambo,CD,2023-01-08 18:36:16,-4.9667,23.45,20.52,96,77,0.45
363,Cururupu,BR,2023-01-08 18:34:08,-1.8283,-44.8683,29.32,60,83,2.95
364,Ondangwa,NA,2023-01-08 18:36:16,-17.9167,15.95,32.15,20,100,3.39
365,Ankara,TR,2023-01-08 18:36:17,39.9199,32.8543,0.11,97,100,1.03
366,Ongandjera,NA,2023-01-08 18:36:17,-17.8833,15.0667,30.52,20,100,2.34
367,Sabang,ID,2023-01-08 18:36:18,5.8933,95.3214,26.74,72,24,3.83
368,Carutapera,BR,2023-01-08 18:36:18,-1.195,-46.02,28.6,67,98,4.07
369,Szczytno,PL,2023-01-08 18:37:18,53.5626,20.9875,-0.04,100,100,5.14
370,Tabriz,IR,2023-01-08 18:37:19,38.08,46.2919,-0.3,86,75,2.06
371,Kalininsk,RU,2023-01-08 18:37:19,51.5,44.4758,-15.95,95,80,3.46
372,Narsaq,GL,2023-01-08 18:37:20,60.9167,-46.05,-8.07,70,100,3.86
373,Mitsamiouli,KM,2023-01-08 18:37:20,-11.3847,43.2844,27.08,79,24,4.44
374,Cayenne,GF,2023-01-08 18:37:21,4.9333,-52.3333,25.02,83,75,4.12
375,Kyshtovka,RU,2023-01-08 18:37:21,56.555,76.6271,-13.07,95,100,5.03
376,Navoi,UZ,2023-01-08 18:34:21,40.0844,65.3792,0.71,86,92,3.09
377,Spring Hill,US,2023-01-08 18:36:15,28.4769,-82.5255,24.99,53,20,4.63
378,Camana,PE,2023-01-08 18:37:22,-16.6228,-72.7111,23.75,71,36,3.68
379,Jaruco,CU,2023-01-08 18:37:22,23.0431,-82.0108,28.57,60,46,4.42
380,Jawhar,SO,2023-01-08 18:37:22,2.7809,45.5005,24.41,79,90,7.91
381,Ithaca,US,2023-01-08 18:37:23,42.4406,-76.4966,2.84,73,75,0.89
382,Mumford,GH,2023-01-08 18:37:23,5.2618,-0.759,26.74,84,8,4.3
383,Gubkin,RU,2023-01-08 18:37:24,51.2817,37.5458,-14.98,92,7,0.65
384,Ylivieska,FI,2023-01-08 18:37:24,64.0833,24.55,-7.84,92,100,7.01
385,Dalhousie,IN,2023-01-08 18:37:25,32.5333,75.9833,8.39,45,100,2.72
386,Taltal,CL,2023-01-08 18:37:25,-25.4,-70.4833,22.34,65,24,3.06
387,Agogo,GH,2023-01-08 18:37:25,6.8,-1.0819,26.67,28,10,0.82
388,Berbera,SO,2023-01-08 18:37:26,10.4396,45.0143,25.02,69,0,4.47
389,Abu Kamal,SY,2023-01-08 18:37:26,34.4506,40.9171,10.9,55,35,2.46
390,Takoradi,GH,2023-01-08 18:37:27,4.8845,-1.7554,27.14,81,9,4.23
391,Osypenko,UA,2023-01-08 18:37:27,46.9136,36.8253,-6.81,60,10,4.61
392,Planadas,CO,2023-01-08 18:37:27,3.197,-75.6451,22.24,80,87,1.69
393,Monte Patria,CL,2023-01-08 18:37:28,-30.6919,-70.9467,30.23,36,2,5.83
394,Lagos,NG,2023-01-08 18:37:29,6.5833,3.75,29.18,83,100,2.92
395,Nsanje,MW,2023-01-08 18:37:29,-16.92,35.262,21.67,85,100,2.63
396,Acarau,BR,2023-01-08 18:37:30,-2.8856,-40.12,29.32,62,12,7.92
397,Abalak,RU,2023-01-08 18:37:30,58.1286,68.5944,-27.88,92,100,5.0
398,Saint Anthony,US,2023-01-08 18:37:30,45.0205,-93.218,-3.98,76,0,5.66
399,Anse-Bertrand,GP,2023-01-08 18:37:31,16.4721,-61.5078,27.9,100,4,6.94
400,Kuytun,RU,2023-01-08 18:37:31,54.3419,101.5036,-12.42,93,100,2.95
401,Diego De Almagro,CL,2023-01-08 18:37:32,-26.3667,-70.05,28.94,15,0,7.88
402,San Felix,UY,2023-01-08 18:37:32,-32.3333,-58.1333,37.53,15,0,4.55
403,Sisimiut,GL,2023-01-08 18:37:32,66.9395,-53.6735,-11.73,79,88,3.52
404,Hvide Sande,DK,2023-01-08 18:37:33,56.0045,8.1294,7.27,80,98,9.45
405,Corinto,GR,2023-01-08 18:37:33,37.9407,22.9573,9.38,62,0,1.29
406,Naspur,IN,2023-01-08 18:37:34,18.8333,79.45,16.56,26,0,1.92
407,Kavaratti,IN,2023-01-08 18:37:34,10.5669,72.642,27.22,65,0,1.98
408,Huayucachi,PE,2023-01-08 18:37:35,-12.1333,-75.2333,16.31,56,100,2.53
409,Coracora,PE,2023-01-08 18:37:35,-15.0333,-73.7833,14.84,56,99,4.38
410,Vestmannaeyjar,IS,2023-01-08 18:37:35,63.4427,-20.2734,3.55,65,100,15.43
411,Lac-Megantic,CA,2023-01-08 18:37:36,45.5834,-70.8823,-6.38,61,12,3.39
412,Kosh-Agach,RU,2023-01-08 18:37:36,50.0,88.6667,-17.29,85,38,1.67
413,Gilgit,PK,2023-01-08 18:35:13,35.9221,74.3087,5.67,95,100,1.46
414,Staszow,PL,2023-01-08 18:38:37,50.5631,21.1659,4.4,98,100,3.19
415,Tabuk,PH,2023-01-08 18:38:37,17.4189,121.4443,19.54,91,38,0.16
416,Nara,JP,2023-01-08 18:38:37,34.6851,135.8049,4.62,75,1,1.41
417,Karlskrona,SE,2023-01-08 18:38:38,56.1616,15.5866,5.25,99,100,4.79
418,Ejura,GH,2023-01-08 18:38:38,7.3856,-1.3562,29.89,16,12,1.48
419,Darnah,LY,2023-01-08 18:38:38,32.767,22.6367,15.21,70,0,4.67
420,Nikki,BJ,2023-01-08 18:38:39,9.9401,3.2108,26.63,11,27,1.92
421,Henties Bay,NA,2023-01-08 18:38:39,-22.116,14.2845,19.2,89,14,1.67
422,Mayor Pablo Lagerenza,PY,2023-01-08 18:38:40,-19.9309,-60.7718,38.76,18,100,3.56
423,Miranda,CO,2023-01-08 18:38:40,3.2499,-76.2281,27.58,75,98,0.24
424,Mitu,CO,2023-01-08 18:38:40,1.1983,-70.1733,22.41,96,100,0.87
425,La Trinite,MQ,2023-01-08 18:38:41,14.7376,-60.9629,29.03,33,40,7.2
426,Mount Darwin,ZW,2023-01-08 18:38:41,-16.7725,31.5838,18.54,99,100,1.07
427,Potiskum,NG,2023-01-08 18:38:42,11.7091,11.0694,21.98,18,100,4.64
428,Sajanan,TN,2023-01-08 18:38:42,37.0573,9.2426,9.51,54,99,1.47
429,Astara,AZ,2023-01-08 18:38:42,38.5,48.6667,-0.01,97,100,0.81
430,Powassan,CA,2023-01-08 18:38:43,46.0334,-79.3496,-1.67,83,100,4.63
431,Alta Floresta,BR,2023-01-08 18:38:43,-9.8756,-56.0861,23.35,94,100,1.3
432,Colesberg,ZA,2023-01-08 18:38:43,-30.72,25.0972,25.84,20,42,2.15
433,Khislavichi,RU,2023-01-08 18:38:44,54.1871,32.1582,-12.28,87,100,3.99
434,Chalakudi,IN,2023-01-08 18:38:44,10.304,76.3361,24.95,88,20,2.06
435,Grindavik,IS,2023-01-08 18:38:45,63.8424,-22.4338,2.26,75,100,14.92
436,Oum Hadjer,TD,2023-01-08 18:38:45,13.2954,19.6966,24.29,14,99,4.31
437,Cabo Rojo,PR,2023-01-08 18:38:45,18.0866,-67.1457,29.29,78,13,3.13
438,Gusau,NG,2023-01-08 18:38:46,12.1628,6.6614,23.88,16,100,4.3
439,Indiana,US,2023-01-08 18:38:46,40.0003,-86.2503,3.66,76,100,2.57
440,Taoudenni,ML,2023-01-08 18:38:47,22.6783,-3.9836,18.72,16,62,5.24
441,Lasa,IT,2023-01-08 18:38:47,46.6166,10.7002,3.49,97,100,2.23
442,Vic,ES,2023-01-08 18:38:48,41.9301,2.2549,12.91,90,100,4.02
443,Narayangarh,IN,2023-01-08 18:38:48,30.4833,77.1333,9.92,56,5,1.01
444,Comodoro Rivadavia,AR,2023-01-08 18:38:48,-45.8667,-67.5,27.92,34,0,5.14
445,Bichena,ET,2023-01-08 18:38:49,10.45,38.2,15.15,44,27,2.69
446,Upata,VE,2023-01-08 18:38:49,8.0086,-62.3989,27.33,74,98,2.45
447,Gidam,IN,2023-01-08 18:38:49,18.9833,81.4,11.91,25,0,1.48
448,Erzincan,TR,2023-01-08 18:38:50,39.75,39.5,1.61,69,75,4.12
449,Korla,CN,2023-01-08 18:38:50,41.7597,86.1469,-3.85,45,100,1.12
450,Husavik,IS,2023-01-08 18:38:51,66.0449,-17.3389,1.64,99,100,2.83
451,Jalu,LY,2023-01-08 18:38:51,29.0331,21.5482,14.34,43,0,3.63
452,Raga,SS,2023-01-08 18:38:51,8.4596,25.678,23.32,25,8,1.9
453,Petrovsk,RU,2023-01-08 18:38:52,52.3064,45.3917,-16.96,93,100,4.08
454,Ilhabela,BR,2023-01-08 18:38:52,-23.7781,-45.3581,23.1,84,100,1.0
455,Verkhniye Tatyshly,RU,2023-01-08 18:38:53,56.2912,55.8575,-26.43,98,100,1.43
456,Zell Am See,AT,2023-01-08 18:38:53,47.3256,12.7944,5.74,80,80,3.85
457,Mikumi,TZ,2023-01-08 18:38:53,-7.4041,36.9831,21.27,91,94,1.07
458,Iquitos,PE,2023-01-08 18:38:54,-3.7481,-73.2472,28.02,83,75,4.12
459,Fonte Boa,BR,2023-01-08 18:38:54,-2.4959,-66.2662,27.26,75,69,1.82
460,Sjovegan,NO,2023-01-08 18:38:55,68.8726,17.8474,-3.59,84,100,5.07
461,Kitgum,UG,2023-01-08 18:38:55,3.2783,32.8867,27.03,30,29,3.59
462,Kyabe,TD,2023-01-08 18:39:55,9.4515,18.9449,26.8,14,100,2.26
463,Rome,US,2023-01-08 18:39:56,34.257,-85.1647,12.37,92,100,2.06
464,Kibaya,TZ,2023-01-08 18:39:56,-5.3,36.5667,16.23,87,84,2.31
465,Nurma,RU,2023-01-08 18:39:56,59.55,31.0167,-14.74,86,100,3.99
466,Mogadishu,SO,2023-01-08 18:39:57,2.0371,45.3438,25.78,81,100,9.27
467,Ngozi,BI,2023-01-08 18:39:57,-2.9075,29.8306,14.06,88,44,1.34
468,Panaba,MX,2023-01-08 18:39:58,21.2833,-88.2667,31.44,42,25,3.86
469,Thinadhoo,MV,2023-01-08 18:39:58,0.5333,72.9333,26.68,78,100,3.21
470,Sadiqabad,PK,2023-01-08 18:39:58,28.3062,70.1307,16.24,12,100,2.78
471,Polis,CY,2023-01-08 18:39:59,35.0367,32.4264,14.9,93,13,2.21
472,Bosaso,SO,2023-01-08 18:39:59,11.2842,49.1816,24.82,73,12,3.63
473,Agirish,RU,2023-01-08 18:40:00,61.9247,63.0231,-40.03,99,31,2.12
474,Veraval,IN,2023-01-08 18:40:00,20.9,70.3667,22.9,71,0,1.79
475,Santa Luzia,BR,2023-01-08 18:40:00,-19.7697,-43.8514,26.08,74,75,5.14
476,Guatire,VE,2023-01-08 18:40:01,10.4762,-66.5427,29.0,88,60,1.45
477,Mizan Teferi,ET,2023-01-08 18:40:01,6.9833,35.5833,18.59,57,12,0.5
478,Goderich,CA,2023-01-08 18:40:02,43.7501,-81.7165,-0.05,74,100,4.12
479,Urla,TR,2023-01-08 18:40:02,38.3229,26.764,7.22,58,0,2.76
480,La Asuncion,VE,2023-01-08 18:40:03,11.0333,-63.8628,21.85,100,54,6.17
481,Venado Tuerto,AR,2023-01-08 18:40:03,-33.7456,-61.9688,39.06,11,7,4.85
482,Necochea,AR,2023-01-08 18:40:04,-38.5473,-58.7368,29.09,45,0,7.6
483,Pestravka,RU,2023-01-08 18:40:04,52.405,49.9583,-25.51,99,18,2.91
484,Ozinki,RU,2023-01-08 18:40:04,51.1786,49.6769,-18.29,93,99,4.31
485,Marsh Harbour,BS,2023-01-08 18:40:05,26.5412,-77.0636,22.6,64,18,5.44
486,Bijawar,IN,2023-01-08 18:40:06,24.6333,79.5,11.32,33,0,0.74
487,Yenagoa,NG,2023-01-08 18:40:06,4.9247,6.2642,27.72,69,23,3.59
488,Nirgua,VE,2023-01-08 18:40:06,10.1553,-68.5663,23.3,82,64,0.85
489,Isalnita,RO,2023-01-08 18:40:07,44.4,23.7333,2.28,90,21,1.03
490,Kautokeino,NO,2023-01-08 18:40:07,69.0125,23.0412,-10.98,93,100,11.22
491,Les Cayes,HT,2023-01-08 18:40:08,18.2,-73.75,29.41,52,0,4.32
492,Mamou,GN,2023-01-08 18:40:08,10.5,-12.0,25.52,24,100,1.93
493,Bamako,ML,2023-01-08 18:40:09,12.65,-8.0,31.23,16,0,4.63
494,Aguimes,ES,2023-01-08 18:40:09,27.9054,-15.4461,18.35,68,20,6.71
495,Uyuni,BO,2023-01-08 18:40:09,-20.4597,-66.825,18.87,19,4,7.18
496,Hidrolandia,BR,2023-01-08 18:40:10,-4.4081,-40.4378,37.04,21,77,3.7
497,Ostersund,SE,2023-01-08 18:40:10,63.1792,14.6357,1.25,100,75,7.72
498,Bwanga,TZ,2023-01-08 18:40:11,-3.0308,31.7601,18.07,72,11,1.16
499,Saint-Joseph,RE,2023-01-08 18:40:11,-21.3667,55.6167,26.21,78,41,4.5
500,Contramaestre,CU,2023-01-08 18:40:11,20.2978,-76.2414,31.55,36,0,4.54
501,Sassandra,CI,2023-01-08 18:40:12,4.95,-6.0833,26.85,79,12,3.73
502,Oktyabrskoye,RU,2023-01-08 18:40:12,43.0645,44.7417,-12.92,85,100,1.0
503,Salta,AR,2023-01-08 18:40:13,-24.7859,-65.4117,20.88,79,75,3.09
504,Ocean City,US,2023-01-08 18:40:09,39.2776,-74.5746,6.68,60,100,1.34
505,Nova Era,BR,2023-01-08 18:37:38,-19.75,-43.0375,20.23,99,100,0.63
506,Kaniama,CD,2023-01-08 18:40:13,-7.5667,24.1833,18.43,96,100,2.16
507,Irituia,BR,2023-01-08 18:40:14,-1.7711,-47.4381,28.05,81,70,1.56
508,Cubuk,TR,2023-01-08 18:40:14,40.2386,33.0322,-0.69,93,40,3.6
509,Lincoln,US,2023-01-08 18:35:52,40.8,-96.667,5.54,64,0,3.6
510,Krasnoselkup,RU,2023-01-08 18:41:15,65.7,82.4667,-40.94,100,56,1.35
511,Umea,SE,2023-01-08 18:41:15,63.8284,20.2597,-3.04,93,100,5.14
512,Larsnes,NO,2023-01-08 18:41:16,62.2028,5.5773,8.9,83,100,3.11
513,Vertientes,CU,2023-01-08 18:41:16,21.2594,-78.1464,30.34,38,1,5.24
514,Viljoenskroon,ZA,2023-01-08 18:41:16,-27.2084,26.9485,21.43,46,7,4.6
515,Mpulungu,ZM,2023-01-08 18:41:17,-8.7623,31.1141,22.08,81,100,0.44
516,Piranshahr,IR,2023-01-08 18:41:17,36.701,45.1413,-0.96,90,47,2.9
517,Keti Bandar,PK,2023-01-08 18:41:18,24.1447,67.4497,21.09,42,15,3.84
518,Parkersburg,US,2023-01-08 18:37:05,39.2667,-81.5615,5.29,67,0,1.54
519,Tokonou,GN,2023-01-08 18:41:18,9.65,-9.7833,27.23,21,62,1.92
520,Sarakhs,IR,2023-01-08 18:41:18,36.5449,61.1577,6.33,69,0,1.94
521,Kovur,IN,2023-01-08 18:37:01,14.4833,79.9833,20.51,66,0,1.74
522,Yasnogorsk,RU,2023-01-08 18:41:19,54.4803,37.6975,-18.92,93,90,0.75
523,Trelew,AR,2023-01-08 18:41:19,-43.249,-65.3051,38.5,17,100,13.24
524,Tevriz,RU,2023-01-08 18:41:20,57.509,72.4042,-24.4,96,100,4.3
525,Aksarayskiy,RU,2023-01-08 18:41:20,46.7924,48.0119,-12.95,76,7,3.28
526,Temir,KZ,2023-01-08 18:41:21,49.1414,57.13,-24.03,97,16,3.1
527,Iskateley,RU,2023-01-08 18:41:21,67.6803,53.1512,-16.2,95,100,5.71
528,Gossas,SN,2023-01-08 18:41:21,14.4912,-16.0642,29.88,32,100,4.15
529,Doctor Cecilio Baez,PY,2023-01-08 18:41:22,-25.05,-56.3167,28.08,50,82,2.28
530,Betioky,MG,2023-01-08 18:41:22,-23.7167,44.3833,23.85,85,100,1.34
531,Yevlax,AZ,2023-01-08 18:41:23,40.6089,47.1492,0.99,86,100,4.12
532,Tyup,KG,2023-01-08 18:41:23,42.7276,78.3648,-3.4,74,100,2.64
533,Redondela,ES,2023-01-08 18:41:24,42.2834,-8.6096,13.47,89,75,1.03
534,Dowa,MW,2023-01-08 18:41:24,-13.654,33.9375,16.64,95,100,0.5
535,Songea,TZ,2023-01-08 18:41:24,-10.6833,35.65,22.64,73,20,2.06
536,Birjand,IR,2023-01-08 18:41:25,32.8663,59.2211,1.26,80,0,2.06
537,Miraflores,MX,2023-01-08 18:41:25,19.2167,-98.8083,21.65,27,0,1.9
538,Vozrozhdeniye,RU,2023-01-08 18:41:26,44.5503,38.2136,-5.84,52,0,4.52
539,Udagamandalam,IN,2023-01-08 18:41:26,11.4,76.7,8.22,90,9,0.65
540,Strezhevoy,RU,2023-01-08 18:41:26,60.7333,77.5889,-24.27,93,100,5.23
541,Gulbene,LV,2023-01-08 18:41:27,57.1777,26.7529,-5.92,86,100,4.71
542,Aketi,CD,2023-01-08 18:41:27,2.7388,23.7833,23.58,37,100,0.07
543,Quthing,LS,2023-01-08 18:41:28,-30.4,27.7003,20.12,42,82,0.12
544,La Massana,AD,2023-01-08 18:41:28,42.5667,1.4833,3.7,90,100,1.86
545,Msanga,TZ,2023-01-08 18:41:29,-6.05,36.0333,25.69,74,86,2.68
546,Wukari,NG,2023-01-08 18:41:29,7.85,9.7833,26.49,16,97,2.66
547,Karasjok,NO,2023-01-08 18:41:29,69.4719,25.5112,-10.44,93,100,10.5
548,Tashla,RU,2023-01-08 18:41:30,51.7716,52.7427,-22.09,98,100,2.39
549,Zambezi,ZM,2023-01-08 18:41:30,-13.5432,23.1047,18.71,98,100,1.6
550,Minab,IR,2023-01-08 18:41:31,27.1467,57.0801,18.32,71,87,0.92
551,Porto Novo,BJ,2023-01-08 18:41:31,6.4965,2.6036,26.48,79,64,3.16
552,Cap-Aux-Meules,CA,2023-01-08 18:40:08,47.3821,-61.8597,-4.97,63,75,10.8
553,Bahia Blanca,AR,2023-01-08 18:41:31,-38.7196,-62.2724,37.94,19,2,1.32
554,Petrovskiy,RU,2023-01-08 18:41:32,56.6421,40.3203,-32.45,100,38,1.02
555,Kuhdasht,IR,2023-01-08 18:37:04,33.535,47.6061,4.18,79,13,2.19
556,Lavumisa,SZ,2023-01-08 18:42:32,-27.31,31.892,18.9,90,20,1.02
557,Bako,ET,2023-01-08 18:42:33,5.7833,36.5667,22.75,36,86,0.87
558,Aswan,EG,2023-01-08 18:42:33,24.0934,32.907,19.61,32,0,2.06
559,Inirida,CO,2023-01-08 18:42:33,3.8653,-67.9239,29.55,60,58,1.23
560,Novo Oriente,BR,2023-01-08 18:42:34,-5.5344,-40.7742,32.31,33,94,3.61
561,Cravo Norte,CO,2023-01-08 18:42:34,6.3017,-70.2041,27.86,67,100,2.51
562,Barkly West,ZA,2023-01-08 18:42:35,-28.5354,24.5215,28.8,22,26,4.12
563,Svelgen,NO,2023-01-08 18:42:35,61.7685,5.2955,7.33,91,100,5.1
564,Marsaxlokk,MT,2023-01-08 18:42:35,35.8419,14.5431,15.04,88,20,2.57
565,Vammala,FI,2023-01-08 18:42:36,61.3333,22.9,-5.61,92,100,5.49
566,Cayeli,TR,2023-01-08 18:42:36,41.0923,40.7292,4.56,82,80,0.22
567,Nyanguge,TZ,2023-01-08 18:42:37,-2.55,33.2,19.84,60,83,0.45
568,Banyo,CM,2023-01-08 18:42:37,6.75,11.8167,22.5,26,52,2.33
569,Beitbridge,ZW,2023-01-08 18:42:38,-22.2167,30.0,23.35,50,100,3.62
570,Havre-Saint-Pierre,CA,2023-01-08 18:42:38,50.2334,-63.5986,-10.0,52,0,5.14
571,Pisco,PE,2023-01-08 18:42:38,-13.7,-76.2167,21.68,83,40,3.6
572,Valdez,EC,2023-01-08 18:42:39,1.2492,-78.9831,26.16,78,23,5.46
573,Windhoek,NA,2023-01-08 18:42:39,-22.5594,17.0832,28.57,18,69,1.34
574,Brigantine,US,2023-01-08 18:42:40,39.4101,-74.3646,6.7,60,0,3.13
575,Loralai,PK,2023-01-08 18:42:40,30.3705,68.598,7.87,35,69,0.48
